JobID,title,company,experience,salary,location,job description,skills,post_date,webpage,company overview,industry,job highlights,All
1491,Backend Developer,Infosys,7-10 years,INR 1200000-1800000 per annum,,Implement secure authentication and authorization. Ensure data consistency and error handling.,Node.js/Python/Java Load Balancing Database Management Scalability & Performance RESTful APIs,2025-01-09,http://www.parmar.biz/,Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide.,Healthcare,Optimize existing applications for performance and scalability. Work on cutting-edge technologies in a fast-paced environment. Collaborate with cross-functional teams to develop innovative solutions.,Backend Developer Infosys  Optimize existing applications for performance and scalability. Work on cutting-edge technologies in a fast-paced environment. Collaborate with cross-functional teams to develop innovative solutions. Implement secure authentication and authorization. Ensure data consistency and error handling. Node.js/Python/Java Load Balancing Database Management Scalability & Performance RESTful APIs Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide. Healthcare 7-10 years
1492,Product Manager,Deloitte,1-3 years,INR 2500000-3500000 per annum,Chennai,Measure product performance and iterate. Collaborate with engineering and design teams.,Data-Driven Decision Making Business Acumen User Experience (UX) Wireframing & Prototyping Stakeholder Management,2025-01-18,http://korpal-saini.net/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",Automobile,"Develop and maintain scalable, high-performance applications. Flexible work hours and remote work opportunities available. Implement best security practices in software development.","Product Manager Deloitte Chennai Develop and maintain scalable, high-performance applications. Flexible work hours and remote work opportunities available. Implement best security practices in software development. Measure product performance and iterate. Collaborate with engineering and design teams. Data-Driven Decision Making Business Acumen User Experience (UX) Wireframing & Prototyping Stakeholder Management Deloitte provides audit, consulting, financial advisory, risk management, and tax services. Automobile 1-3 years"
1493,Backend Developer,IBM India,3-5 years,INR 600000-1200000 per annum,Hyderabad,Ensure data consistency and error handling. Work with caching and messaging queues.,Database Management Load Balancing Caching Strategies Containerization (Docker) Scalability & Performance,2025-01-05,https://lall-baral.net/,"IBM India offers AI, cloud computing, and enterprise technology solutions.",Healthcare,"Solve complex technical problems using advanced algorithms. Develop and maintain scalable, high-performance applications. Flexible work hours and remote work opportunities available.","Backend Developer IBM India Hyderabad Solve complex technical problems using advanced algorithms. Develop and maintain scalable, high-performance applications. Flexible work hours and remote work opportunities available. Ensure data consistency and error handling. Work with caching and messaging queues. Database Management Load Balancing Caching Strategies Containerization (Docker) Scalability & Performance IBM India offers AI, cloud computing, and enterprise technology solutions. Healthcare 3-5 years"
1494,Frontend Developer,IBM India,3-5 years,INR 2500000-3500000 per annum,Bangalore,Implement state management techniques. Collaborate with designers and backend engineers.,"React/Vue/Angular HTML, CSS, JavaScript Progressive Web Apps (PWA) Cross-Browser Compatibility Responsive Design",2025-01-31,https://dubey-bhatti.com/,"IBM India offers AI, cloud computing, and enterprise technology solutions.",E-commerce,Opportunity to contribute to high-impact projects with global reach. Work closely with product managers to enhance user experience. Gain hands-on experience with cloud computing and AI technologies.,"Frontend Developer IBM India Bangalore Opportunity to contribute to high-impact projects with global reach. Work closely with product managers to enhance user experience. Gain hands-on experience with cloud computing and AI technologies. Implement state management techniques. Collaborate with designers and backend engineers. React/Vue/Angular HTML, CSS, JavaScript Progressive Web Apps (PWA) Cross-Browser Compatibility Responsive Design IBM India offers AI, cloud computing, and enterprise technology solutions. E-commerce 3-5 years"
1495,Software Engineer,Infosys,0-1 years,INR 1800000-2500000 per annum,Kolkata,"Develop, test, and maintain software applications. Ensure code quality and perform debugging.",Data Structures & Algorithms API Development Cloud Computing CI/CD System Design,2025-01-28,http://murty-zachariah.com/,Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide.,Finance,Collaborate with industry experts to build next-generation solutions. Work closely with product managers to enhance user experience. Engage with customers to gather feedback and improve products.,"Software Engineer Infosys Kolkata Collaborate with industry experts to build next-generation solutions. Work closely with product managers to enhance user experience. Engage with customers to gather feedback and improve products. Develop, test, and maintain software applications. Ensure code quality and perform debugging. Data Structures & Algorithms API Development Cloud Computing CI/CD System Design Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide. Finance 0-1 years"
1496,Software Engineer,Deloitte,7-10 years,INR 300000-600000 per annum,Delhi,Work on performance optimization and scalability. Develop REST APIs and backend services.,API Development Testing & Debugging Problem Solving Cloud Computing CI/CD,2025-02-27,https://www.atwal-bal.com/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",Finance,"Develop and maintain scalable, high-performance applications. Work on cutting-edge technologies in a fast-paced environment. Leverage data-driven insights to improve business processes.","Software Engineer Deloitte Delhi Develop and maintain scalable, high-performance applications. Work on cutting-edge technologies in a fast-paced environment. Leverage data-driven insights to improve business processes. Work on performance optimization and scalability. Develop REST APIs and backend services. API Development Testing & Debugging Problem Solving Cloud Computing CI/CD Deloitte provides audit, consulting, financial advisory, risk management, and tax services. Finance 7-10 years"
1497,Cybersecurity Analyst,Cognizant,7-10 years,INR 1800000-2500000 per annum,Chennai,Provide security awareness training. Research emerging threats and countermeasures.,Risk Assessment Secure Coding Network Security Compliance & Regulations Firewalls & IDS/IPS,2025-01-14,http://www.bhatnagar.com/,Cognizant is an American multinational IT services and consulting company.,Finance,Optimize existing applications for performance and scalability. Collaborate with cross-functional teams to develop innovative solutions. Participate in hackathons and innovation challenges within the company.,Cybersecurity Analyst Cognizant Chennai Optimize existing applications for performance and scalability. Collaborate with cross-functional teams to develop innovative solutions. Participate in hackathons and innovation challenges within the company. Provide security awareness training. Research emerging threats and countermeasures. Risk Assessment Secure Coding Network Security Compliance & Regulations Firewalls & IDS/IPS Cognizant is an American multinational IT services and consulting company. Finance 7-10 years
1498,AI Researcher,Tech Mahindra,5-7 years,INR 1200000-1800000 per annum,,Collaborate with academia and industry experts. Optimize neural networks for efficiency.,"High-Performance Computing (HPC) Generative Models (GANs, VAEs) Reinforcement Learning Mathematical Foundations Natural Language Processing (NLP)",2025-02-06,https://saha.com/,Tech Mahindra offers IT services and business process outsourcing to various industries.,Education,"Develop AI-driven models for real-world applications. Opportunity to lead and mentor junior team members. Develop and maintain scalable, high-performance applications.","AI Researcher Tech Mahindra  Develop AI-driven models for real-world applications. Opportunity to lead and mentor junior team members. Develop and maintain scalable, high-performance applications. Collaborate with academia and industry experts. Optimize neural networks for efficiency. High-Performance Computing (HPC) Generative Models (GANs, VAEs) Reinforcement Learning Mathematical Foundations Natural Language Processing (NLP) Tech Mahindra offers IT services and business process outsourcing to various industries. Education 5-7 years"
1499,Product Manager,Deloitte,7-10 years,INR 300000-600000 per annum,Pune,Create detailed product specifications. Prioritize features based on business impact.,User Experience (UX) Roadmap Planning Agile & Scrum Data-Driven Decision Making Wireframing & Prototyping,2025-01-18,http://www.chada.com/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",Automobile,Solve complex technical problems using advanced algorithms. Collaborate with industry experts to build next-generation solutions. Engage in continuous learning and skill development programs.,"Product Manager Deloitte Pune Solve complex technical problems using advanced algorithms. Collaborate with industry experts to build next-generation solutions. Engage in continuous learning and skill development programs. Create detailed product specifications. Prioritize features based on business impact. User Experience (UX) Roadmap Planning Agile & Scrum Data-Driven Decision Making Wireframing & Prototyping Deloitte provides audit, consulting, financial advisory, risk management, and tax services. Automobile 7-10 years"
1500,DevOps Engineer,Tech Mahindra,7-10 years,INR 1800000-2500000 per annum,Delhi,Manage CI/CD pipelines for software deployment. Automate infrastructure provisioning and management.,"Networking & Security Docker & Kubernetes CI/CD Pipelines Infrastructure as Code (Terraform, Ansible) Version Control (Git)",2025-01-30,http://ganesh.com/,Tech Mahindra offers IT services and business process outsourcing to various industries.,IT,Work closely with product managers to enhance user experience. Flexible work hours and remote work opportunities available. Engage with customers to gather feedback and improve products.,"DevOps Engineer Tech Mahindra Delhi Work closely with product managers to enhance user experience. Flexible work hours and remote work opportunities available. Engage with customers to gather feedback and improve products. Manage CI/CD pipelines for software deployment. Automate infrastructure provisioning and management. Networking & Security Docker & Kubernetes CI/CD Pipelines Infrastructure as Code (Terraform, Ansible) Version Control (Git) Tech Mahindra offers IT services and business process outsourcing to various industries. IT 7-10 years"
1501,Machine Learning Engineer,Tech Mahindra,3-5 years,INR 2500000-3500000 per annum,Ahmedabad,Integrate ML solutions into applications. Deploy models using cloud services.,"Feature Engineering Data Processing (Pandas, NumPy) Hyperparameter Tuning Neural Networks & Deep Learning Reinforcement Learning",2025-02-01,https://sibal.com/,Tech Mahindra offers IT services and business process outsourcing to various industries.,Finance,"Develop and maintain scalable, high-performance applications. Be part of an agile team delivering high-quality software solutions. Competitive salary package with performance-based incentives.","Machine Learning Engineer Tech Mahindra Ahmedabad Develop and maintain scalable, high-performance applications. Be part of an agile team delivering high-quality software solutions. Competitive salary package with performance-based incentives. Integrate ML solutions into applications. Deploy models using cloud services. Feature Engineering Data Processing (Pandas, NumPy) Hyperparameter Tuning Neural Networks & Deep Learning Reinforcement Learning Tech Mahindra offers IT services and business process outsourcing to various industries. Finance 3-5 years"
1502,Machine Learning Engineer,Tech Mahindra,1-3 years,INR 1200000-1800000 per annum,Bangalore,Use deep learning frameworks effectively. Optimize model training for performance.,"Reinforcement Learning Data Processing (Pandas, NumPy) MLOps Supervised & Unsupervised Learning Hyperparameter Tuning",2025-02-09,http://www.dewan.info/,Tech Mahindra offers IT services and business process outsourcing to various industries.,E-commerce,Develop AI-driven models for real-world applications. Contribute to open-source projects and company-wide initiatives. Leverage data-driven insights to improve business processes.,"Machine Learning Engineer Tech Mahindra Bangalore Develop AI-driven models for real-world applications. Contribute to open-source projects and company-wide initiatives. Leverage data-driven insights to improve business processes. Use deep learning frameworks effectively. Optimize model training for performance. Reinforcement Learning Data Processing (Pandas, NumPy) MLOps Supervised & Unsupervised Learning Hyperparameter Tuning Tech Mahindra offers IT services and business process outsourcing to various industries. E-commerce 1-3 years"
1503,AI Researcher,Cognizant,0-1 years,INR 300000-600000 per annum,,Explore novel techniques in deep learning. Stay updated with the latest AI advancements.,"Natural Language Processing (NLP) Generative Models (GANs, VAEs) Neural Networks Optimization Techniques Computer Vision",2025-01-12,https://doctor-raval.com/,Cognizant is an American multinational IT services and consulting company.,Healthcare,Gain hands-on experience with cloud computing and AI technologies. Implement best security practices in software development. Competitive salary package with performance-based incentives.,"AI Researcher Cognizant  Gain hands-on experience with cloud computing and AI technologies. Implement best security practices in software development. Competitive salary package with performance-based incentives. Explore novel techniques in deep learning. Stay updated with the latest AI advancements. Natural Language Processing (NLP) Generative Models (GANs, VAEs) Neural Networks Optimization Techniques Computer Vision Cognizant is an American multinational IT services and consulting company. Healthcare 0-1 years"
1504,DevOps Engineer,TCS,3-5 years,INR 300000-600000 per annum,Chennai,Troubleshoot production incidents efficiently. Ensure high availability of infrastructure.,"Version Control (Git) CI/CD Pipelines Cloud Platforms (AWS, GCP, Azure) Docker & Kubernetes Networking & Security",2025-01-08,http://www.comar-verma.com/,"Tata Consultancy Services is a global IT services, consulting, and business solutions organization.",Healthcare,Flexible work hours and remote work opportunities available. Gain hands-on experience with cloud computing and AI technologies. Competitive salary package with performance-based incentives.,"DevOps Engineer TCS Chennai Flexible work hours and remote work opportunities available. Gain hands-on experience with cloud computing and AI technologies. Competitive salary package with performance-based incentives. Troubleshoot production incidents efficiently. Ensure high availability of infrastructure. Version Control (Git) CI/CD Pipelines Cloud Platforms (AWS, GCP, Azure) Docker & Kubernetes Networking & Security Tata Consultancy Services is a global IT services, consulting, and business solutions organization. Healthcare 3-5 years"
1505,Frontend Developer,Amazon India,1-3 years,INR 1800000-2500000 per annum,Mumbai,Implement state management techniques. Develop and optimize user interfaces.,"HTML, CSS, JavaScript Web Accessibility Responsive Design React/Vue/Angular Web Performance Optimization",2025-02-22,http://www.walla.biz/,Amazon India is a leading e-commerce platform providing retail and cloud services.,IT,Gain hands-on experience with cloud computing and AI technologies. Work on cutting-edge technologies in a fast-paced environment. Collaborate with cross-functional teams to develop innovative solutions.,"Frontend Developer Amazon India Mumbai Gain hands-on experience with cloud computing and AI technologies. Work on cutting-edge technologies in a fast-paced environment. Collaborate with cross-functional teams to develop innovative solutions. Implement state management techniques. Develop and optimize user interfaces. HTML, CSS, JavaScript Web Accessibility Responsive Design React/Vue/Angular Web Performance Optimization Amazon India is a leading e-commerce platform providing retail and cloud services. IT 1-3 years"
1506,Cybersecurity Analyst,Microsoft India,5-7 years,INR 1200000-1800000 per annum,Jaipur,Implement network security policies. Ensure compliance with security standards.,Network Security SIEM Tools Threat Intelligence Penetration Testing Firewalls & IDS/IPS,2025-01-24,http://www.hari.org/,"Microsoft India provides enterprise software, cloud computing, and AI solutions.",Finance,Collaborate with industry experts to build next-generation solutions. Work closely with product managers to enhance user experience. Engage with customers to gather feedback and improve products.,"Cybersecurity Analyst Microsoft India Jaipur Collaborate with industry experts to build next-generation solutions. Work closely with product managers to enhance user experience. Engage with customers to gather feedback and improve products. Implement network security policies. Ensure compliance with security standards. Network Security SIEM Tools Threat Intelligence Penetration Testing Firewalls & IDS/IPS Microsoft India provides enterprise software, cloud computing, and AI solutions. Finance 5-7 years"
1507,Software Engineer,SAP Labs India,7-10 years,INR 1200000-1800000 per annum,Mumbai,"Develop, test, and maintain software applications. Collaborate with teams to implement new features.",Object-Oriented Programming CI/CD Version Control (Git) Data Structures & Algorithms API Development,2025-01-07,http://bal.biz/,SAP Labs India focuses on enterprise software development and cloud solutions.,Finance,Leverage data-driven insights to improve business processes. Collaborate with cross-functional teams to develop innovative solutions. Opportunity to contribute to high-impact projects with global reach.,"Software Engineer SAP Labs India Mumbai Leverage data-driven insights to improve business processes. Collaborate with cross-functional teams to develop innovative solutions. Opportunity to contribute to high-impact projects with global reach. Develop, test, and maintain software applications. Collaborate with teams to implement new features. Object-Oriented Programming CI/CD Version Control (Git) Data Structures & Algorithms API Development SAP Labs India focuses on enterprise software development and cloud solutions. Finance 7-10 years"
1508,Product Manager,Google India,5-7 years,INR 1200000-1800000 per annum,Ahmedabad,Create detailed product specifications. Define product vision and roadmap.,Business Acumen Market Research User Experience (UX) Stakeholder Management Product Strategy,2025-02-07,http://www.agate-bir.com/,"Google India focuses on search, cloud computing, and AI-driven technological solutions.",Automobile,Engage in continuous learning and skill development programs. Optimize existing applications for performance and scalability. Be part of an agile team delivering high-quality software solutions.,"Product Manager Google India Ahmedabad Engage in continuous learning and skill development programs. Optimize existing applications for performance and scalability. Be part of an agile team delivering high-quality software solutions. Create detailed product specifications. Define product vision and roadmap. Business Acumen Market Research User Experience (UX) Stakeholder Management Product Strategy Google India focuses on search, cloud computing, and AI-driven technological solutions. Automobile 5-7 years"
1509,Frontend Developer,Tech Mahindra,10+ years,INR 1200000-1800000 per annum,,Write unit tests for front-end components. Debug and resolve UI-related issues.,"HTML, CSS, JavaScript Progressive Web Apps (PWA) React/Vue/Angular RESTful API Integration Testing Frameworks (Jest, Cypress)",2025-02-18,https://yohannan.com/,Tech Mahindra offers IT services and business process outsourcing to various industries.,Healthcare,Participate in hackathons and innovation challenges within the company. Collaborate with industry experts to build next-generation solutions. Engage in continuous learning and skill development programs.,"Frontend Developer Tech Mahindra  Participate in hackathons and innovation challenges within the company. Collaborate with industry experts to build next-generation solutions. Engage in continuous learning and skill development programs. Write unit tests for front-end components. Debug and resolve UI-related issues. HTML, CSS, JavaScript Progressive Web Apps (PWA) React/Vue/Angular RESTful API Integration Testing Frameworks (Jest, Cypress) Tech Mahindra offers IT services and business process outsourcing to various industries. Healthcare 10+ years"
1510,Frontend Developer,Capgemini,5-7 years,INR 300000-600000 per annum,Mumbai,Optimize web applications for performance. Ensure responsive design and cross-browser compatibility.,"Web Performance Optimization State Management (Redux, Vuex) React/Vue/Angular RESTful API Integration Cross-Browser Compatibility",2025-02-12,https://choudhury-khare.com/,"Capgemini is a global leader in consulting, digital transformation, and engineering services.",IT,Work on cutting-edge technologies in a fast-paced environment. Collaborate with industry experts to build next-generation solutions. Contribute to open-source projects and company-wide initiatives.,"Frontend Developer Capgemini Mumbai Work on cutting-edge technologies in a fast-paced environment. Collaborate with industry experts to build next-generation solutions. Contribute to open-source projects and company-wide initiatives. Optimize web applications for performance. Ensure responsive design and cross-browser compatibility. Web Performance Optimization State Management (Redux, Vuex) React/Vue/Angular RESTful API Integration Cross-Browser Compatibility Capgemini is a global leader in consulting, digital transformation, and engineering services. IT 5-7 years"
1511,Product Manager,Accenture,10+ years,INR 300000-600000 per annum,Pune,Coordinate product launches and marketing efforts. Work with stakeholders for strategic planning.,Competitive Analysis Agile & Scrum Market Research Stakeholder Management Roadmap Planning,2025-02-19,http://www.jaggi.com/,"Accenture is a global professional services company with expertise in digital, cloud, and security.",IT,Leverage data-driven insights to improve business processes. Opportunity to lead and mentor junior team members. Be part of an agile team delivering high-quality software solutions.,"Product Manager Accenture Pune Leverage data-driven insights to improve business processes. Opportunity to lead and mentor junior team members. Be part of an agile team delivering high-quality software solutions. Coordinate product launches and marketing efforts. Work with stakeholders for strategic planning. Competitive Analysis Agile & Scrum Market Research Stakeholder Management Roadmap Planning Accenture is a global professional services company with expertise in digital, cloud, and security. IT 10+ years"
1512,Data Scientist,Wipro,5-7 years,INR 1200000-1800000 per annum,Delhi,Analyze large datasets to extract insights. Develop and test statistical models.,Statistics & Probability Feature Engineering Data Visualization Machine Learning Big Data Technologies,2025-02-28,http://www.parsa.com/,"Wipro is a leading global information technology, consulting, and business process services company.",IT,Contribute to open-source projects and company-wide initiatives. Work on cutting-edge technologies in a fast-paced environment. Gain hands-on experience with cloud computing and AI technologies.,"Data Scientist Wipro Delhi Contribute to open-source projects and company-wide initiatives. Work on cutting-edge technologies in a fast-paced environment. Gain hands-on experience with cloud computing and AI technologies. Analyze large datasets to extract insights. Develop and test statistical models. Statistics & Probability Feature Engineering Data Visualization Machine Learning Big Data Technologies Wipro is a leading global information technology, consulting, and business process services company. IT 5-7 years"
1513,AI Researcher,SAP Labs India,5-7 years,INR 300000-600000 per annum,Bangalore,Experiment with generative AI models. Develop AI algorithms and models.,High-Performance Computing (HPC) Natural Language Processing (NLP) Mathematical Foundations Reinforcement Learning Bayesian Learning,2025-02-03,https://balasubramanian.com/,SAP Labs India focuses on enterprise software development and cloud solutions.,Education,Work closely with product managers to enhance user experience. Optimize existing applications for performance and scalability. Competitive salary package with performance-based incentives.,AI Researcher SAP Labs India Bangalore Work closely with product managers to enhance user experience. Optimize existing applications for performance and scalability. Competitive salary package with performance-based incentives. Experiment with generative AI models. Develop AI algorithms and models. High-Performance Computing (HPC) Natural Language Processing (NLP) Mathematical Foundations Reinforcement Learning Bayesian Learning SAP Labs India focuses on enterprise software development and cloud solutions. Education 5-7 years
1514,Machine Learning Engineer,Wipro,7-10 years,INR 300000-600000 per annum,Ahmedabad,Improve model accuracy with hyperparameter tuning. Develop and deploy ML models.,"Big Data Frameworks (Spark, Hadoop) Neural Networks & Deep Learning Cloud ML Services Data Processing (Pandas, NumPy) MLOps",2025-02-10,http://soman-madan.biz/,"Wipro is a leading global information technology, consulting, and business process services company.",IT,Opportunity to lead and mentor junior team members. Work closely with product managers to enhance user experience. Solve complex technical problems using advanced algorithms.,"Machine Learning Engineer Wipro Ahmedabad Opportunity to lead and mentor junior team members. Work closely with product managers to enhance user experience. Solve complex technical problems using advanced algorithms. Improve model accuracy with hyperparameter tuning. Develop and deploy ML models. Big Data Frameworks (Spark, Hadoop) Neural Networks & Deep Learning Cloud ML Services Data Processing (Pandas, NumPy) MLOps Wipro is a leading global information technology, consulting, and business process services company. IT 7-10 years"
1515,Machine Learning Engineer,SAP Labs India,7-10 years,INR 1800000-2500000 per annum,Pune,Use deep learning frameworks effectively. Preprocess large datasets for training.,"Supervised & Unsupervised Learning Big Data Frameworks (Spark, Hadoop) Reinforcement Learning Model Deployment Hyperparameter Tuning",2025-01-10,https://www.gandhi.org/,SAP Labs India focuses on enterprise software development and cloud solutions.,IT,Implement best security practices in software development. Engage with customers to gather feedback and improve products. Work on cutting-edge technologies in a fast-paced environment.,"Machine Learning Engineer SAP Labs India Pune Implement best security practices in software development. Engage with customers to gather feedback and improve products. Work on cutting-edge technologies in a fast-paced environment. Use deep learning frameworks effectively. Preprocess large datasets for training. Supervised & Unsupervised Learning Big Data Frameworks (Spark, Hadoop) Reinforcement Learning Model Deployment Hyperparameter Tuning SAP Labs India focuses on enterprise software development and cloud solutions. IT 7-10 years"
1516,Backend Developer,Tech Mahindra,10+ years,INR 2500000-3500000 per annum,Surat,Ensure data consistency and error handling. Write clean and maintainable backend code.,Database Management Serverless Architecture Load Balancing RESTful APIs Microservices,2025-02-14,http://www.bassi-bal.com/,Tech Mahindra offers IT services and business process outsourcing to various industries.,E-commerce,Gain hands-on experience with cloud computing and AI technologies. Engage in continuous learning and skill development programs. Work closely with product managers to enhance user experience.,Backend Developer Tech Mahindra Surat Gain hands-on experience with cloud computing and AI technologies. Engage in continuous learning and skill development programs. Work closely with product managers to enhance user experience. Ensure data consistency and error handling. Write clean and maintainable backend code. Database Management Serverless Architecture Load Balancing RESTful APIs Microservices Tech Mahindra offers IT services and business process outsourcing to various industries. E-commerce 10+ years
1517,Cybersecurity Analyst,Infosys,1-3 years,INR 300000-600000 per annum,Bangalore,Conduct forensic analysis of security breaches. Ensure compliance with security standards.,Compliance & Regulations Cryptography Threat Intelligence Penetration Testing Network Security,2025-01-15,http://dave-dey.org/,Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide.,IT,Opportunity to lead and mentor junior team members. Contribute to open-source projects and company-wide initiatives. Flexible work hours and remote work opportunities available.,Cybersecurity Analyst Infosys Bangalore Opportunity to lead and mentor junior team members. Contribute to open-source projects and company-wide initiatives. Flexible work hours and remote work opportunities available. Conduct forensic analysis of security breaches. Ensure compliance with security standards. Compliance & Regulations Cryptography Threat Intelligence Penetration Testing Network Security Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide. IT 1-3 years
1518,Product Manager,Infosys,7-10 years,INR 600000-1200000 per annum,Mumbai,Coordinate product launches and marketing efforts. Collaborate with engineering and design teams.,Competitive Analysis Stakeholder Management Market Research Business Acumen Roadmap Planning,2025-02-01,https://bhalla.net/,Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide.,Finance,Gain hands-on experience with cloud computing and AI technologies. Contribute to open-source projects and company-wide initiatives. Work on cutting-edge technologies in a fast-paced environment.,Product Manager Infosys Mumbai Gain hands-on experience with cloud computing and AI technologies. Contribute to open-source projects and company-wide initiatives. Work on cutting-edge technologies in a fast-paced environment. Coordinate product launches and marketing efforts. Collaborate with engineering and design teams. Competitive Analysis Stakeholder Management Market Research Business Acumen Roadmap Planning Infosys is a multinational corporation providing IT consulting and outsourcing services worldwide. Finance 7-10 years
1519,DevOps Engineer,Tech Mahindra,5-7 years,INR 600000-1200000 per annum,Pune,Collaborate with development teams on deployments. Automate infrastructure provisioning and management.,"Configuration Management Docker & Kubernetes Load Balancing & Scalability Networking & Security Cloud Platforms (AWS, GCP, Azure)",2025-01-31,http://mohan.com/,Tech Mahindra offers IT services and business process outsourcing to various industries.,E-commerce,"Collaborate with industry experts to build next-generation solutions. Develop and maintain scalable, high-performance applications. Opportunity to lead and mentor junior team members.","DevOps Engineer Tech Mahindra Pune Collaborate with industry experts to build next-generation solutions. Develop and maintain scalable, high-performance applications. Opportunity to lead and mentor junior team members. Collaborate with development teams on deployments. Automate infrastructure provisioning and management. Configuration Management Docker & Kubernetes Load Balancing & Scalability Networking & Security Cloud Platforms (AWS, GCP, Azure) Tech Mahindra offers IT services and business process outsourcing to various industries. E-commerce 5-7 years"
1520,Backend Developer,Oracle India,10+ years,INR 600000-1200000 per annum,Ahmedabad,Write clean and maintainable backend code. Develop and optimize server-side applications.,Caching Strategies Authentication & Authorization Load Balancing Serverless Architecture Containerization (Docker),2025-01-05,https://ramanathan.info/,"Oracle India specializes in cloud applications, databases, and enterprise software solutions.",Finance,Optimize existing applications for performance and scalability. Competitive salary package with performance-based incentives. Solve complex technical problems using advanced algorithms.,"Backend Developer Oracle India Ahmedabad Optimize existing applications for performance and scalability. Competitive salary package with performance-based incentives. Solve complex technical problems using advanced algorithms. Write clean and maintainable backend code. Develop and optimize server-side applications. Caching Strategies Authentication & Authorization Load Balancing Serverless Architecture Containerization (Docker) Oracle India specializes in cloud applications, databases, and enterprise software solutions. Finance 10+ years"
1521,DevOps Engineer,IBM India,3-5 years,INR 300000-600000 per annum,Chennai,Collaborate with development teams on deployments. Implement security best practices in DevOps.,"Infrastructure as Code (Terraform, Ansible) Load Balancing & Scalability Configuration Management Networking & Security Docker & Kubernetes",2025-03-01,http://reddy.com/,"IBM India offers AI, cloud computing, and enterprise technology solutions.",Healthcare,Develop AI-driven models for real-world applications. Engage with customers to gather feedback and improve products. Contribute to open-source projects and company-wide initiatives.,"DevOps Engineer IBM India Chennai Develop AI-driven models for real-world applications. Engage with customers to gather feedback and improve products. Contribute to open-source projects and company-wide initiatives. Collaborate with development teams on deployments. Implement security best practices in DevOps. Infrastructure as Code (Terraform, Ansible) Load Balancing & Scalability Configuration Management Networking & Security Docker & Kubernetes IBM India offers AI, cloud computing, and enterprise technology solutions. Healthcare 3-5 years"
1522,Data Scientist,TCS,10+ years,INR 300000-600000 per annum,Bangalore,Develop predictive models and machine learning algorithms. Improve data quality using ETL techniques.,Experimentation & A/B Testing Statistics & Probability SQL & NoSQL ETL Pipelines Big Data Technologies,2025-01-16,https://dave.com/,"Tata Consultancy Services is a global IT services, consulting, and business solutions organization.",Automobile,Implement best security practices in software development. Work on cutting-edge technologies in a fast-paced environment. Collaborate with cross-functional teams to develop innovative solutions.,"Data Scientist TCS Bangalore Implement best security practices in software development. Work on cutting-edge technologies in a fast-paced environment. Collaborate with cross-functional teams to develop innovative solutions. Develop predictive models and machine learning algorithms. Improve data quality using ETL techniques. Experimentation & A/B Testing Statistics & Probability SQL & NoSQL ETL Pipelines Big Data Technologies Tata Consultancy Services is a global IT services, consulting, and business solutions organization. Automobile 10+ years"
1523,Machine Learning Engineer,SAP Labs India,0-1 years,INR 1800000-2500000 per annum,,Analyze model outputs and debug failures. Deploy models using cloud services.,"Data Processing (Pandas, NumPy) MLOps Reinforcement Learning Big Data Frameworks (Spark, Hadoop) Neural Networks & Deep Learning",2025-02-04,https://magar.info/,SAP Labs India focuses on enterprise software development and cloud solutions.,Healthcare,Be part of an agile team delivering high-quality software solutions. Participate in hackathons and innovation challenges within the company. Engage with customers to gather feedback and improve products.,"Machine Learning Engineer SAP Labs India  Be part of an agile team delivering high-quality software solutions. Participate in hackathons and innovation challenges within the company. Engage with customers to gather feedback and improve products. Analyze model outputs and debug failures. Deploy models using cloud services. Data Processing (Pandas, NumPy) MLOps Reinforcement Learning Big Data Frameworks (Spark, Hadoop) Neural Networks & Deep Learning SAP Labs India focuses on enterprise software development and cloud solutions. Healthcare 0-1 years"
1524,Machine Learning Engineer,Oracle India,0-1 years,INR 600000-1200000 per annum,Surat,Analyze model outputs and debug failures. Preprocess large datasets for training.,"Data Processing (Pandas, NumPy) MLOps Cloud ML Services Neural Networks & Deep Learning Feature Engineering",2025-01-30,http://shukla.com/,"Oracle India specializes in cloud applications, databases, and enterprise software solutions.",Finance,Engage with customers to gather feedback and improve products. Gain hands-on experience with cloud computing and AI technologies. Solve complex technical problems using advanced algorithms.,"Machine Learning Engineer Oracle India Surat Engage with customers to gather feedback and improve products. Gain hands-on experience with cloud computing and AI technologies. Solve complex technical problems using advanced algorithms. Analyze model outputs and debug failures. Preprocess large datasets for training. Data Processing (Pandas, NumPy) MLOps Cloud ML Services Neural Networks & Deep Learning Feature Engineering Oracle India specializes in cloud applications, databases, and enterprise software solutions. Finance 0-1 years"
